From_ID,From,To_ID,To,Year,Count
126,Gambia,243,Port-au-Prince,1790,1
63,Calabar,243,Port-au-Prince,1790,1
148,Iles de Los,243,Port-au-Prince,1790,1
130,"Gold Coast, Fr. definition",243,Port-au-Prince,1790,6
42,Bonny,243,Port-au-Prince,1790,1
167,"Lagos, Onim",243,Port-au-Prince,1790,1
57,Cabinda,243,Port-au-Prince,1790,1
186,Malembo,243,Port-au-Prince,1790,2
42,Bonny,242,Port Royal,1790,1
70,Cap Lopez,274,Saint-Marc,1790,1
204,Mozambique,274,Saint-Marc,1790,2
245,Porto Novo,274,Saint-Marc,1790,1
329,"West Central Africa and St. Helena, port unspecified",274,Saint-Marc,1790,1
332,Whydah,274,Saint-Marc,1790,1
130,"Gold Coast, Fr. definition",274,Saint-Marc,1790,5
286,"Senegambia and offshore Atlantic, port unspecified",274,Saint-Marc,1790,1
71,Cape Coast Castle,274,Saint-Marc,1790,1
175,Loango,274,Saint-Marc,1790,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",274,Saint-Marc,1790,1
113,Elmina,31,Berbice,1791,1
42,Bonny,40,Black River,1791,1
131,"Gold Coast, port unspecified",40,Black River,1791,1
245,Porto Novo,84,Cayes (Les),1791,1
63,Calabar,84,Cayes (Les),1791,2
148,Iles de Los,84,Cayes (Les),1791,1
286,"Senegambia and offshore Atlantic, port unspecified",84,Cayes (Les),1791,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",84,Cayes (Les),1791,1
42,Bonny,84,Cayes (Les),1791,1
204,Mozambique,84,Cayes (Les),1791,1
87,Congo North,104,Demerara,1791,1
131,"Gold Coast, port unspecified",142,Havana,1791,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1791,2
87,Congo North,142,Havana,1791,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",142,Havana,1791,1
42,Bonny,142,Havana,1791,2
245,Porto Novo,142,Havana,1791,1
57,Cabinda,142,Havana,1791,1
33,"Bight of Benin, port unspecified",142,Havana,1791,1
71,Cape Coast Castle,142,Havana,1791,2
63,Calabar,160,Kingston,1791,3
25,Bassa,160,Kingston,1791,1
131,"Gold Coast, port unspecified",160,Kingston,1791,4
64,Cameroons,160,Kingston,1791,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1791,2
212,New Calabar,160,Kingston,1791,1
71,Cape Coast Castle,160,Kingston,1791,1
42,Bonny,192,Martha Brae,1791,1
42,Bonny,200,Montego Bay,1791,4
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",200,Montego Bay,1791,2
212,New Calabar,200,Montego Bay,1791,2
20,Banana Islands,200,Montego Bay,1791,1
131,"Gold Coast, port unspecified",200,Montego Bay,1791,1
329,"West Central Africa and St. Helena, port unspecified",243,Port-au-Prince,1791,3
245,Porto Novo,243,Port-au-Prince,1791,3
332,Whydah,243,Port-au-Prince,1791,1
42,Bonny,243,Port-au-Prince,1791,1
204,Mozambique,243,Port-au-Prince,1791,2
88,Congo River,243,Port-au-Prince,1791,1
124,Gabon,243,Port-au-Prince,1791,2
63,Calabar,243,Port-au-Prince,1791,3
335,"Windward Coast, port unspecified",243,Port-au-Prince,1791,1
167,"Lagos, Onim",243,Port-au-Prince,1791,1
130,"Gold Coast, Fr. definition",243,Port-au-Prince,1791,2
29,Benguela,258,Rio de Janeiro,1791,1
57,Cabinda,274,Saint-Marc,1791,1
186,Malembo,274,Saint-Marc,1791,1
148,Iles de Los,274,Saint-Marc,1791,1
329,"West Central Africa and St. Helena, port unspecified",274,Saint-Marc,1791,1
329,"West Central Africa and St. Helena, port unspecified",52,"British Caribbean, colony unspecified",1792,1
130,"Gold Coast, Fr. definition",84,Cayes (Les),1792,1
329,"West Central Africa and St. Helena, port unspecified",84,Cayes (Les),1792,3
335,"Windward Coast, port unspecified",104,Demerara,1792,1
63,Calabar,118,Falmouth (Jam.),1792,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1792,1
42,Bonny,142,Havana,1792,2
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1792,1
204,Mozambique,142,Havana,1792,2
71,Cape Coast Castle,142,Havana,1792,1
71,Cape Coast Castle,160,Kingston,1792,1
332,Whydah,160,Kingston,1792,1
131,"Gold Coast, port unspecified",160,Kingston,1792,4
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1792,1
212,New Calabar,160,Kingston,1792,1
63,Calabar,160,Kingston,1792,1
42,Bonny,160,Kingston,1792,3
88,Congo River,160,Kingston,1792,1
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1792,2
329,"West Central Africa and St. Helena, port unspecified",178,Louisiana,1792,1
63,Calabar,192,Martha Brae,1792,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",200,Montego Bay,1792,3
42,Bonny,200,Montego Bay,1792,11
332,Whydah,200,Montego Bay,1792,1
212,New Calabar,200,Montego Bay,1792,1
148,Iles de Los,200,Montego Bay,1792,1
239,Popo,200,Montego Bay,1792,1
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1792,1
3,Ambriz,243,Port-au-Prince,1792,1
130,"Gold Coast, Fr. definition",243,Port-au-Prince,1792,1
71,Cape Coast Castle,241,Port Maria,1792,1
29,Benguela,258,Rio de Janeiro,1792,4
329,"West Central Africa and St. Helena, port unspecified",274,Saint-Marc,1792,1
124,Gabon,271,Saint Ann's Bay,1792,1
126,Gambia,284,Savannah,1792,1
131,"Gold Coast, port unspecified",284,Savannah,1792,1
148,Iles de Los,302,St. Eustatius,1792,1
113,Elmina,31,Berbice,1793,1
239,Popo,40,Black River,1793,1
126,Gambia,52,"British Caribbean, colony unspecified",1793,1
204,Mozambique,74,Cape of Good Hope,1793,1
124,Gabon,83,Cayenne,1793,1
63,Calabar,83,Cayenne,1793,1
335,"Windward Coast, port unspecified",104,Demerara,1793,1
87,Congo North,104,Demerara,1793,1
38,Bissagos,118,Falmouth (Jam.),1793,1
204,Mozambique,142,Havana,1793,1
167,"Lagos, Onim",142,Havana,1793,1
332,Whydah,160,Kingston,1793,4
25,Bassa,160,Kingston,1793,1
212,New Calabar,160,Kingston,1793,2
186,Malembo,160,Kingston,1793,1
42,Bonny,160,Kingston,1793,8
131,"Gold Coast, port unspecified",160,Kingston,1793,5
126,Gambia,160,Kingston,1793,2
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1793,2
334,Windward Coast (Nunez - Assini),160,Kingston,1793,1
3,Ambriz,160,Kingston,1793,3
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1793,11
148,Iles de Los,160,Kingston,1793,2
63,Calabar,160,Kingston,1793,7
71,Cape Coast Castle,160,Kingston,1793,1
88,Congo River,160,Kingston,1793,4
42,Bonny,192,Martha Brae,1793,1
124,Gabon,200,Montego Bay,1793,1
42,Bonny,200,Montego Bay,1793,5
63,Calabar,200,Montego Bay,1793,2
212,New Calabar,200,Montego Bay,1793,5
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",201,Montevideo,1793,1
63,Calabar,241,Port Maria,1793,1
33,"Bight of Benin, port unspecified",241,Port Maria,1793,1
29,Benguela,258,Rio de Janeiro,1793,11
329,"West Central Africa and St. Helena, port unspecified",271,Saint Ann's Bay,1793,1
148,Iles de Los,284,Savannah,1793,2
125,Gallinhas,284,Savannah,1793,1
335,"Windward Coast, port unspecified",284,Savannah,1793,1
88,Congo River,301,St. Croix,1793,1
204,Mozambique,302,St. Eustatius,1793,1
126,Gambia,302,St. Eustatius,1793,1
124,Gabon,1,Accra,1794,1
131,"Gold Coast, port unspecified",142,Havana,1794,2
71,Cape Coast Castle,142,Havana,1794,2
204,Mozambique,142,Havana,1794,1
33,"Bight of Benin, port unspecified",142,Havana,1794,1
3,Ambriz,142,Havana,1794,1
239,Popo,142,Havana,1794,1
332,Whydah,160,Kingston,1794,1
239,Popo,160,Kingston,1794,1
57,Cabinda,160,Kingston,1794,1
131,"Gold Coast, port unspecified",160,Kingston,1794,3
88,Congo River,160,Kingston,1794,4
186,Malembo,160,Kingston,1794,1
63,Calabar,160,Kingston,1794,2
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1794,17
124,Gabon,160,Kingston,1794,1
71,Cape Coast Castle,160,Kingston,1794,2
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1794,1
148,Iles de Los,160,Kingston,1794,1
3,Ambriz,160,Kingston,1794,1
29,Benguela,258,Rio de Janeiro,1794,3
20,Banana Islands,284,Savannah,1794,1
131,"Gold Coast, port unspecified",305,St. Maarten,1794,1
131,"Gold Coast, port unspecified",52,"British Caribbean, colony unspecified",1795,1
33,"Bight of Benin, port unspecified",84,Cayes (Les),1795,1
167,"Lagos, Onim",84,Cayes (Les),1795,1
3,Ambriz,123,"French Caribbean, colony unspecified",1795,1
175,Loango,142,Havana,1795,1
204,Mozambique,142,Havana,1795,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1795,1
3,Ambriz,142,Havana,1795,2
167,"Lagos, Onim",142,Havana,1795,1
33,"Bight of Benin, port unspecified",142,Havana,1795,2
332,Whydah,160,Kingston,1795,2
57,Cabinda,160,Kingston,1795,1
175,Loango,160,Kingston,1795,2
42,Bonny,160,Kingston,1795,1
3,Ambriz,160,Kingston,1795,4
335,"Windward Coast, port unspecified",160,Kingston,1795,1
63,Calabar,160,Kingston,1795,2
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1795,5
88,Congo River,160,Kingston,1795,5
33,"Bight of Benin, port unspecified",160,Kingston,1795,1
148,Iles de Los,160,Kingston,1795,1
186,Malembo,160,Kingston,1795,1
131,"Gold Coast, port unspecified",160,Kingston,1795,6
186,Malembo,186,Malembo,1795,1
42,Bonny,200,Montego Bay,1795,2
131,"Gold Coast, port unspecified",200,Montego Bay,1795,1
29,Benguela,258,Rio de Janeiro,1795,16
29,Benguela,279,Santos,1795,2
148,Iles de Los,284,Savannah,1795,1
126,Gambia,284,Savannah,1795,1
63,Calabar,301,St. Croix,1795,1
239,Popo,52,"British Caribbean, colony unspecified",1796,1
334,Windward Coast (Nunez - Assini),104,Demerara,1796,1
71,Cape Coast Castle,104,Demerara,1796,1
131,"Gold Coast, port unspecified",104,Demerara,1796,3
148,Iles de Los,104,Demerara,1796,1
126,Gambia,104,Demerara,1796,1
148,Iles de Los,142,Havana,1796,1
131,"Gold Coast, port unspecified",142,Havana,1796,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1796,1
335,"Windward Coast, port unspecified",142,Havana,1796,1
42,Bonny,142,Havana,1796,1
42,Bonny,160,Kingston,1796,4
57,Cabinda,160,Kingston,1796,1
332,Whydah,160,Kingston,1796,1
212,New Calabar,160,Kingston,1796,1
25,Bassa,160,Kingston,1796,1
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1796,2
63,Calabar,160,Kingston,1796,1
131,"Gold Coast, port unspecified",160,Kingston,1796,4
88,Congo River,160,Kingston,1796,1
3,Ambriz,160,Kingston,1796,3
71,Cape Coast Castle,201,Montevideo,1796,1
29,Benguela,201,Montevideo,1796,1
29,Benguela,258,Rio de Janeiro,1796,18
126,Gambia,284,Savannah,1796,3
131,"Gold Coast, port unspecified",284,Savannah,1796,2
71,Cape Coast Castle,284,Savannah,1796,1
335,"Windward Coast, port unspecified",284,Savannah,1796,1
148,Iles de Los,284,Savannah,1796,6
88,Congo River,301,St. Croix,1796,1
42,Bonny,301,St. Croix,1796,1
329,"West Central Africa and St. Helena, port unspecified",301,St. Croix,1796,3
204,Mozambique,74,Cape of Good Hope,1797,2
329,"West Central Africa and St. Helena, port unspecified",83,Cayenne,1797,2
148,Iles de Los,85,Charleston,1797,1
245,Porto Novo,104,Demerara,1797,1
3,Ambriz,104,Demerara,1797,1
131,"Gold Coast, port unspecified",104,Demerara,1797,2
71,Cape Coast Castle,104,Demerara,1797,4
329,"West Central Africa and St. Helena, port unspecified",104,Demerara,1797,3
88,Congo River,104,Demerara,1797,1
42,Bonny,104,Demerara,1797,2
148,Iles de Los,142,Havana,1797,1
71,Cape Coast Castle,142,Havana,1797,1
42,Bonny,160,Kingston,1797,10
212,New Calabar,160,Kingston,1797,1
175,Loango,160,Kingston,1797,2
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1797,5
3,Ambriz,160,Kingston,1797,1
88,Congo River,160,Kingston,1797,1
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1797,8
204,Mozambique,201,Montevideo,1797,1
250,Princes Island,201,Montevideo,1797,1
29,Benguela,201,Montevideo,1797,1
88,Congo River,243,Port-au-Prince,1797,1
332,Whydah,258,Rio de Janeiro,1797,1
204,Mozambique,258,Rio de Janeiro,1797,2
255,Quilimane,258,Rio de Janeiro,1797,1
29,Benguela,258,Rio de Janeiro,1797,14
20,Banana Islands,284,Savannah,1797,1
148,Iles de Los,284,Savannah,1797,1
263,Rio Pongo,284,Savannah,1797,1
64,Cameroons,301,St. Croix,1797,1
329,"West Central Africa and St. Helena, port unspecified",301,St. Croix,1797,2
63,Calabar,301,St. Croix,1797,1
71,Cape Coast Castle,301,St. Croix,1797,1
329,"West Central Africa and St. Helena, port unspecified",83,Cayenne,1798,1
131,"Gold Coast, port unspecified",104,Demerara,1798,3
71,Cape Coast Castle,104,Demerara,1798,4
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",104,Demerara,1798,1
88,Congo River,104,Demerara,1798,1
212,New Calabar,104,Demerara,1798,1
329,"West Central Africa and St. Helena, port unspecified",104,Demerara,1798,6
124,Gabon,104,Demerara,1798,1
126,Gambia,104,Demerara,1798,2
148,Iles de Los,104,Demerara,1798,1
334,Windward Coast (Nunez - Assini),104,Demerara,1798,1
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1798,1
131,"Gold Coast, port unspecified",142,Havana,1798,1
42,Bonny,160,Kingston,1798,11
63,Calabar,160,Kingston,1798,2
186,Malembo,160,Kingston,1798,2
88,Congo River,160,Kingston,1798,1
245,Porto Novo,160,Kingston,1798,1
71,Cape Coast Castle,160,Kingston,1798,1
3,Ambriz,160,Kingston,1798,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1798,2
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1798,2
42,Bonny,200,Montego Bay,1798,3
204,Mozambique,201,Montevideo,1798,3
204,Mozambique,258,Rio de Janeiro,1798,1
29,Benguela,258,Rio de Janeiro,1798,10
148,Iles de Los,284,Savannah,1798,2
335,"Windward Coast, port unspecified",284,Savannah,1798,1
329,"West Central Africa and St. Helena, port unspecified",284,Savannah,1798,1
329,"West Central Africa and St. Helena, port unspecified",301,St. Croix,1798,3
131,"Gold Coast, port unspecified",309,Stabroek,1798,1
3,Ambriz,31,Berbice,1799,1
57,Cabinda,104,Demerara,1799,1
329,"West Central Africa and St. Helena, port unspecified",104,Demerara,1799,2
71,Cape Coast Castle,104,Demerara,1799,1
263,Rio Pongo,104,Demerara,1799,2
131,"Gold Coast, port unspecified",104,Demerara,1799,3
88,Congo River,104,Demerara,1799,1
126,Gambia,104,Demerara,1799,2
42,Bonny,118,Falmouth (Jam.),1799,1
131,"Gold Coast, port unspecified",118,Falmouth (Jam.),1799,1
148,Iles de Los,142,Havana,1799,1
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1799,1
42,Bonny,160,Kingston,1799,13
63,Calabar,160,Kingston,1799,1
57,Cabinda,160,Kingston,1799,2
88,Congo River,160,Kingston,1799,3
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1799,7
212,New Calabar,160,Kingston,1799,1
71,Cape Coast Castle,160,Kingston,1799,1
186,Malembo,160,Kingston,1799,3
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1799,8
3,Ambriz,160,Kingston,1799,1
29,Benguela,201,Montevideo,1799,1
204,Mozambique,201,Montevideo,1799,3
204,Mozambique,258,Rio de Janeiro,1799,1
29,Benguela,258,Rio de Janeiro,1799,11
63,Calabar,301,St. Croix,1799,1
329,"West Central Africa and St. Helena, port unspecified",301,St. Croix,1799,4
64,Cameroons,301,St. Croix,1799,1
42,Bonny,307,St. Thomas,1799,1
329,"West Central Africa and St. Helena, port unspecified",307,St. Thomas,1799,1
335,"Windward Coast, port unspecified",52,"British Caribbean, colony unspecified",1800,1
42,Bonny,83,Cayenne,1800,1
329,"West Central Africa and St. Helena, port unspecified",104,Demerara,1800,7
63,Calabar,104,Demerara,1800,1
1,Accra,104,Demerara,1800,1
245,Porto Novo,104,Demerara,1800,1
71,Cape Coast Castle,104,Demerara,1800,7
212,New Calabar,104,Demerara,1800,1
88,Congo River,104,Demerara,1800,1
126,Gambia,104,Demerara,1800,1
42,Bonny,104,Demerara,1800,1
334,Windward Coast (Nunez - Assini),104,Demerara,1800,1
131,"Gold Coast, port unspecified",104,Demerara,1800,3
131,"Gold Coast, port unspecified",118,Falmouth (Jam.),1800,1
131,"Gold Coast, port unspecified",142,Havana,1800,2
332,Whydah,160,Kingston,1800,1
212,New Calabar,160,Kingston,1800,3
63,Calabar,160,Kingston,1800,4
186,Malembo,160,Kingston,1800,4
71,Cape Coast Castle,160,Kingston,1800,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1800,3
33,"Bight of Benin, port unspecified",160,Kingston,1800,1
88,Congo River,160,Kingston,1800,5
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1800,15
42,Bonny,160,Kingston,1800,16
63,Calabar,200,Montego Bay,1800,1
42,Bonny,200,Montego Bay,1800,3
131,"Gold Coast, port unspecified",201,Montevideo,1800,1
335,"Windward Coast, port unspecified",201,Montevideo,1800,1
263,Rio Pongo,227,Paramaribo,1800,1
290,"Sierra Leone, port unspecified",242,Port Royal,1800,1
329,"West Central Africa and St. Helena, port unspecified",258,Rio de Janeiro,1800,1
29,Benguela,258,Rio de Janeiro,1800,11
329,"West Central Africa and St. Helena, port unspecified",301,St. Croix,1800,1
334,Windward Coast (Nunez - Assini),307,St. Thomas,1800,1
204,Mozambique,54,Buenos Aires,1801,2
25,Bassa,104,Demerara,1801,2
126,Gambia,104,Demerara,1801,1
263,Rio Pongo,104,Demerara,1801,2
212,New Calabar,104,Demerara,1801,1
71,Cape Coast Castle,104,Demerara,1801,5
186,Malembo,104,Demerara,1801,1
42,Bonny,104,Demerara,1801,1
131,"Gold Coast, port unspecified",104,Demerara,1801,7
332,Whydah,104,Demerara,1801,3
167,"Lagos, Onim",104,Demerara,1801,1
88,Congo River,104,Demerara,1801,3
1,Accra,104,Demerara,1801,1
63,Calabar,104,Demerara,1801,2
334,Windward Coast (Nunez - Assini),104,Demerara,1801,2
88,Congo River,142,Havana,1801,1
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1801,2
71,Cape Coast Castle,142,Havana,1801,1
63,Calabar,160,Kingston,1801,1
332,Whydah,160,Kingston,1801,1
88,Congo River,160,Kingston,1801,1
131,"Gold Coast, port unspecified",160,Kingston,1801,5
42,Bonny,160,Kingston,1801,7
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1801,13
255,Quilimane,201,Montevideo,1801,1
29,Benguela,258,Rio de Janeiro,1801,12
175,Loango,301,St. Croix,1801,1
204,Mozambique,54,Buenos Aires,1802,2
42,Bonny,85,Charleston,1802,2
263,Rio Pongo,85,Charleston,1802,1
42,Bonny,104,Demerara,1802,1
71,Cape Coast Castle,104,Demerara,1802,1
125,Gallinhas,104,Demerara,1802,1
263,Rio Pongo,104,Demerara,1802,1
332,Whydah,104,Demerara,1802,1
335,"Windward Coast, port unspecified",104,Demerara,1802,1
126,Gambia,104,Demerara,1802,1
167,"Lagos, Onim",104,Demerara,1802,1
334,Windward Coast (Nunez - Assini),104,Demerara,1802,1
131,"Gold Coast, port unspecified",104,Demerara,1802,10
175,Loango,142,Havana,1802,1
88,Congo River,142,Havana,1802,2
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1802,2
1,Accra,142,Havana,1802,1
125,Gallinhas,142,Havana,1802,1
212,New Calabar,142,Havana,1802,4
42,Bonny,142,Havana,1802,3
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1802,4
335,"Windward Coast, port unspecified",142,Havana,1802,1
131,"Gold Coast, port unspecified",142,Havana,1802,3
71,Cape Coast Castle,142,Havana,1802,3
186,Malembo,160,Kingston,1802,3
88,Congo River,160,Kingston,1802,1
42,Bonny,160,Kingston,1802,11
71,Cape Coast Castle,160,Kingston,1802,1
131,"Gold Coast, port unspecified",160,Kingston,1802,5
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1802,5
212,New Calabar,160,Kingston,1802,1
42,Bonny,200,Montego Bay,1802,4
33,"Bight of Benin, port unspecified",201,Montevideo,1802,1
204,Mozambique,201,Montevideo,1802,3
204,Mozambique,258,Rio de Janeiro,1802,5
93,Costa da Mina,258,Rio de Janeiro,1802,1
29,Benguela,258,Rio de Janeiro,1802,20
212,New Calabar,301,St. Croix,1802,1
63,Calabar,301,St. Croix,1802,2
57,Cabinda,301,St. Croix,1802,1
329,"West Central Africa and St. Helena, port unspecified",301,St. Croix,1802,2
334,Windward Coast (Nunez - Assini),307,St. Thomas,1802,2
63,Calabar,307,St. Thomas,1802,2
263,Rio Pongo,307,St. Thomas,1802,1
113,Elmina,31,Berbice,1803,1
263,Rio Pongo,52,"British Caribbean, colony unspecified",1803,1
329,"West Central Africa and St. Helena, port unspecified",52,"British Caribbean, colony unspecified",1803,1
126,Gambia,54,Buenos Aires,1803,1
329,"West Central Africa and St. Helena, port unspecified",54,Buenos Aires,1803,1
204,Mozambique,54,Buenos Aires,1803,5
263,Rio Pongo,85,Charleston,1803,1
57,Cabinda,99,Cumingsberg,1803,1
71,Cape Coast Castle,104,Demerara,1803,1
329,"West Central Africa and St. Helena, port unspecified",104,Demerara,1803,2
42,Bonny,104,Demerara,1803,2
263,Rio Pongo,104,Demerara,1803,1
334,Windward Coast (Nunez - Assini),104,Demerara,1803,1
72,Cape Lahou,104,Demerara,1803,1
131,"Gold Coast, port unspecified",104,Demerara,1803,3
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",142,Havana,1803,1
204,Mozambique,142,Havana,1803,3
71,Cape Coast Castle,142,Havana,1803,3
88,Congo River,142,Havana,1803,1
64,Cameroons,142,Havana,1803,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1803,1
212,New Calabar,142,Havana,1803,2
131,"Gold Coast, port unspecified",142,Havana,1803,4
42,Bonny,142,Havana,1803,2
332,Whydah,160,Kingston,1803,2
131,"Gold Coast, port unspecified",160,Kingston,1803,1
88,Congo River,160,Kingston,1803,2
212,New Calabar,160,Kingston,1803,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1803,1
42,Bonny,160,Kingston,1803,3
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1803,2
71,Cape Coast Castle,160,Kingston,1803,1
42,Bonny,200,Montego Bay,1803,1
131,"Gold Coast, port unspecified",200,Montego Bay,1803,1
88,Congo River,201,Montevideo,1803,1
42,Bonny,201,Montevideo,1803,1
204,Mozambique,201,Montevideo,1803,6
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1803,2
153,Inhambane,201,Montevideo,1803,1
33,"Bight of Benin, port unspecified",201,Montevideo,1803,1
88,Congo River,213,New Orleans,1803,1
329,"West Central Africa and St. Helena, port unspecified",227,Paramaribo,1803,1
204,Mozambique,258,Rio de Janeiro,1803,1
29,Benguela,258,Rio de Janeiro,1803,13
329,"West Central Africa and St. Helena, port unspecified",284,Savannah,1803,3
329,"West Central Africa and St. Helena, port unspecified",301,St. Croix,1803,1
329,"West Central Africa and St. Helena, port unspecified",305,St. Maarten,1803,1
64,Cameroons,307,St. Thomas,1803,1
33,"Bight of Benin, port unspecified",307,St. Thomas,1803,1
42,Bonny,307,St. Thomas,1803,1
329,"West Central Africa and St. Helena, port unspecified",307,St. Thomas,1803,1
204,Mozambique,54,Buenos Aires,1804,1
126,Gambia,54,Buenos Aires,1804,1
88,Congo River,54,Buenos Aires,1804,1
29,Benguela,54,Buenos Aires,1804,1
204,Mozambique,74,Cape of Good Hope,1804,1
33,"Bight of Benin, port unspecified",85,Charleston,1804,1
334,Windward Coast (Nunez - Assini),85,Charleston,1804,1
88,Congo River,85,Charleston,1804,6
175,Loango,85,Charleston,1804,1
148,Iles de Los,85,Charleston,1804,2
204,Mozambique,85,Charleston,1804,1
335,"Windward Coast, port unspecified",85,Charleston,1804,2
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",85,Charleston,1804,1
131,"Gold Coast, port unspecified",85,Charleston,1804,4
87,Congo North,85,Charleston,1804,5
126,Gambia,85,Charleston,1804,3
263,Rio Pongo,104,Demerara,1804,1
63,Calabar,104,Demerara,1804,1
334,Windward Coast (Nunez - Assini),104,Demerara,1804,1
329,"West Central Africa and St. Helena, port unspecified",104,Demerara,1804,2
64,Cameroons,104,Demerara,1804,1
61,Cacheu,104,Demerara,1804,1
167,"Lagos, Onim",104,Demerara,1804,1
131,"Gold Coast, port unspecified",104,Demerara,1804,3
71,Cape Coast Castle,104,Demerara,1804,1
255,Quilimane,142,Havana,1804,1
88,Congo River,142,Havana,1804,1
175,Loango,142,Havana,1804,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1804,1
42,Bonny,142,Havana,1804,3
335,"Windward Coast, port unspecified",142,Havana,1804,1
113,Elmina,142,Havana,1804,1
63,Calabar,142,Havana,1804,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1804,1
63,Calabar,160,Kingston,1804,1
131,"Gold Coast, port unspecified",160,Kingston,1804,1
334,Windward Coast (Nunez - Assini),160,Kingston,1804,1
64,Cameroons,160,Kingston,1804,1
1,Accra,160,Kingston,1804,1
42,Bonny,160,Kingston,1804,5
30,Benin,160,Kingston,1804,1
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1804,2
167,"Lagos, Onim",160,Kingston,1804,1
42,Bonny,200,Montego Bay,1804,1
42,Bonny,201,Montevideo,1804,1
204,Mozambique,201,Montevideo,1804,6
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1804,1
87,Congo North,213,New Orleans,1804,1
175,Loango,213,New Orleans,1804,1
131,"Gold Coast, port unspecified",227,Paramaribo,1804,1
329,"West Central Africa and St. Helena, port unspecified",258,Rio de Janeiro,1804,1
29,Benguela,258,Rio de Janeiro,1804,9
87,Congo North,284,Savannah,1804,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",307,St. Thomas,1804,1
88,Congo River,307,St. Thomas,1804,1
42,Bonny,307,St. Thomas,1804,1
204,Mozambique,54,Buenos Aires,1805,1
29,Benguela,54,Buenos Aires,1805,1
57,Cabinda,54,Buenos Aires,1805,1
204,Mozambique,74,Cape of Good Hope,1805,1
153,Inhambane,74,Cape of Good Hope,1805,1
175,Loango,83,Cayenne,1805,1
42,Bonny,83,Cayenne,1805,1
88,Congo River,85,Charleston,1805,7
286,"Senegambia and offshore Atlantic, port unspecified",85,Charleston,1805,1
126,Gambia,85,Charleston,1805,1
71,Cape Coast Castle,85,Charleston,1805,1
263,Rio Pongo,85,Charleston,1805,4
33,"Bight of Benin, port unspecified",85,Charleston,1805,1
131,"Gold Coast, port unspecified",85,Charleston,1805,6
329,"West Central Africa and St. Helena, port unspecified",85,Charleston,1805,1
42,Bonny,85,Charleston,1805,1
148,Iles de Los,85,Charleston,1805,1
335,"Windward Coast, port unspecified",85,Charleston,1805,4
57,Cabinda,85,Charleston,1805,1
87,Congo North,85,Charleston,1805,1
131,"Gold Coast, port unspecified",99,Cumingsberg,1805,1
239,Popo,104,Demerara,1805,1
42,Bonny,104,Demerara,1805,1
